Facility Name,Address 1,Address 2,Address 3,City,State,Zip Code,Phone,Fax,,,,
Carol W. and Julius A. Rippel Screening Center,435 South Street, Suite 305,,,Morristown,NJ,7960,973971-5321,973290-7432,,,
Carolina Breast Care Specialist, PA,4414 Lake Boone Trail, Ste 211,,,Raleigh,NC,27607,919741-5966,919571-4330,,
Carolina Breast Imaging Specialists,2519-E Airport Blvd NW,,,Wilson,NC,27896,252561-7232,252565-8958,,,,
Carolina Breast Imaging Specialists,990 Johns Hopkins Drive,,,Greenville,NC,27834,252565-8951,252565-8958,,,,
Carolina Breast Imaging Specialists,204 North Spence Ave.,,,Goldsboro,NC,27534,919947-2021,252565-8958,,,,
Carolina Forest Imaging Center,199 Village Center Blvd., Ste. 110,,,Myrtle Beach,SC,29579,843236-7878,843903-8637,,,
Carolina Imaging Center,Fragoso Avenue 4A S4 y5,Villa Fontana,,Carolina,PR,983,787757-0572,787757-6619,,,,
Carolina Imaging, LLC of Fayetteville,3628 Cape Ctr Dr,,,Fayetteville,NC,28304,910483-13215523,910323-5459,,,
Carolina Pines Regional Medical Center,1304 West Bobo Newsom Highway,,,Hartsville,SC,29550,843339-4500,843339-4791,,,,
CarolinaEast Diagnostic Center,1302 Health Drive,,,New Bern,NC,28561,252634-6400,252634-6885,,,,
CarolinaEast Internal Medicine,137 Medical Lane,,,Pollocksville,NC,28573,252635-3849,252224-1999,,,,
CaroMont Imaging Services,620 Summitt Crossing Pl., Ste. 106,,,Gastonia,NC,28054,704671-5300,704671-7735,,,
CaroMont Imaging Services Belmont,1212 Spruce St.,,,Belmont,NC,28012,704671-5300,704829-7767,,,,
Carrington Health Center,800 N Fourth St,,,Carrington,ND,58421,701652-7151,701652-7230,,,,
Carris Health - Redwood, LLC,101 Caring Way,,,Redwood Falls,MN,56283,320231-6776,320214-6257,,,
Carris Health LLC - Willmar,101 Willmar Avenue, SW,,,Willmar,MN,56201-3591,320231-500048650,320214-6257,,,
Carris Health LLC - Willmar Lakeland Clinic,502 2nd St SW,,,Willmar,MN,56201,320231-6776,320214-6257,,,,
Carroll County Memorial Hospital,309 11th St,,,Carrollton,KY,41008,502732-3129,502732-3281,,,,
Carroll County Memorial Hospital,1502 North Jefferson,,,Carrollton,MO,64633,660542-16953080,660542-6079,,,,
Carson Tahoe Breast Center,1400 Medical Pkwy,,,Carson City,NV,89703,775445-5500,775885-8568,,,,
Carson Valley Medical Center,1107 Highway 395 N,,,Gardnerville,NV,89410,775782-1533,775782-1543,,,,
Carson-Tahoe Imaging,925 Ironwood, Ste 1106,,,Minden,NV,89423,775445-5500,775882-3731,,,
Carteret OBGYN Associates,3511 John Platt Dr,,,Morehead City,NC,28557,252247-4297,252247-7383,,,,
CARTI Cancer Center Russellville,209 S. Portland Ave.,,,Russellville,AR,72081,501296-3221,,,,,
Carti Cancer Center-Pine Bluff,5001 Bobo Road,,,Pine Bluff,AR,71603,501296-3221,,,,,
Cary Medical Center,163 Van Buren Rd., Ste. 1,,,Caribou,ME,4736,207498-1201,207498-1355,,,
Cary OBGYN,550 New Waverly Place,Suite 115,,Cary,NC,27518,919467-5941,919655-0532,,,,
Cascade Medical,817 Commercial St.,,,Leavenworth,WA,98826,509548-2512,509548-3437,,,,
Cascade Medical Imaging,1460 NE Medical Center Drive,,,Bend,OR,97701,541382-9383,541382-6635,,,,
Cascade Medical Imaging - Southside,61270 SE Coombs Place, Suite 100,,,Bend,OR,97702,541382-9383688,541317-9348,,,
Cascade Medical Imaging Madras,470 NE A Street,,,Madras,OR,97741,541382-9382,541317-9348,,,,
Cascade Medical Imaging Prineville,384 SE Combs Flat Road,,,Prineville,OR,97754,541382-9383,541382-6635,,,,
Cascade Medical Imaging Redmond South,1523 North Canal Boulevard, Suite 100,,,Redmond,OR,97756,541382-9383688,541317-9348,,,
Cascade Medical Imaging, LLC,1531 N Canal Blvd.,,,Redmond,OR,97756,541382-9383,541317-9348,,,
Casey County Hospital,187 Wolford Ave.,,,Liberty,KY,42539,606787-6275157,606787-1425,,,,
Cass County Memorial Hospital,1501 E 10th Street,,,Atlantic,IA,50022,712243-7451,712243-7560,,,,
Cass Lake Indian Health Service Hospital,425 7th St. NW,,,Cass Lake,MN,56633,218335-3274,218335-3363,,,,
Cass Regional Medical Center,2800 E. Rock Haven Rd,,,Harrisonville,MO,64701,816380-58883580,816887-0730,,,,
Cassia Regional Hospital,1501 Hiland Ave.,,,Burley,ID,83318,208677-6515,208677-6313,,,,
Castle Family Hlth Ctrs Inc,3605 Hospital Rd,,,Atwater,CA,95301,209381-20007170,209349-8221,,,,
Castle Rock Adventist Hospital,2350 Meadows Blvd.,,,Castle Rock,CO,80109,720455-2506,720455-0601,,,,
Castleview Hospital,300 North Hospital Dr.,Radiology Department,,Price,UT,84501,435636-4844,435636-4877,,,,
Catalyst Medical Group,PLLC,2315 Eighth Street,,,Lewiston,ID,83501,208746-13835300,208298-4531,,,
Catawba Valley Imaging Center,1501 Tate Blvd. Ste. 101,,,Hickory,NC,28602,828485-2766,828485-2768,,,,
Catawba Women's Center,1501 Tate Blvd SE Ste 201,,,Hickory,NC,28602,828322-41406435,828322-3767,,,,
Catholic Medical Center Breast Care Center,9 Washington Place Suite 203,,,Bedford,NH,3110,603663-5270,603663-5342,,,,
Cayuga Medical Center - Commons Imaging,1129 Commons Ave,,,Cortland,NY,13045,607758-7770,607758-7869,,,,
Cayuga Medical Center at Ithaca,101 Dates Drive,,,Ithaca,NY,14850,607274-4255,607274-4564,,,,
Cayuga Medical Center at Ithaca-Women's Imaging Ctr,10 Arrowwood Dr.,,,Ithaca,NY,14850,607274-4255,607252-3724,,,,
CCHC Imaging,1030 Medical Park Ave,,,New Bern,NC,28562,252637-5480,252637-2514,,,,
CCM Health,824 N. 11th St.,,,Montevideo,MN,56265,320321-8185,320321-8190,,,,
CDT Grupo Medico San Pablo Inc.,B7 Santa Cruz,,,Bayamon,PR,961,787780-91961708,787625-6124,,,,
Cedar City Imaging Center,1333 N Main St  Ste 7,,,Cedar City,UT,84721,435868-5584,435868-5287,,,,
Cedar County Memorial Hospital,1401 S Park St.,,,Eldorado Springs,MO,64744,417876-3542,417876-3957,,,,
Cedar Park Health System  LP,dba Cedar Park Regional Medical Center,1401 Medical Parkway,,Cedar Park,TX,78613,512528-7130,512528-7044,,,,
Cedars Sinai Marina Del Rey Hospital,4650 Lincoln Blvd,,,Marina Del Rey,CA,90292,310577-5559,310577-5660,,,,
Cedars Sinai Medical Center,310 N. San Vicente Blvd.,,,Los Angeles,CA,90048,310423-9317,310423-0143,,,,
Cedars Sinai Medical Center,8700 Beverly Blvd.,,,Los Angeles,CA,90048,310423-9317,310423-9400,,,,
Center for Breast Care - Boca Clinic,1601 Clint Moore Rd,Suite 140,,Boca Raton,FL,33487,561955-4700,561955-4444,,,,
Center for Breast Care - Boca Raton Regional Hospital,690 Meadows Road,,,Boca Raton,FL,33486,561955-4700,561955-2107,,,,
Center for Breast Care Jessamine Medical and Diag. Ctr,110 Village Parkway,,,Nicholasville,KY,40356,859258-4444,859258-4246,,,,
Center for Breast Health,1225 N State St., West Tower.,,,Jackson,MS,39202,601973-3180,601973-1697,,,
Center for Breast Health and Imaging,102 Doctors Park,,,Starkville,MS,39759,662615-3800,662615-3807,,,,
Center for Diagnostic Imaging,8607 East US Highway 36,,,Avon,IN,46123,574870-7266,317846-0557,,,,
Center for Diagnostics,895 Adams Blvd.,,,Boulder City,NV,89005,702293-0406,702293-0192,,,,
Center for Imaging at St. Bernardine,401 East Highland Ave,,,San Bernardino,CA,92404,909881-4568,909881-4438,,,,
Center For Mammography at Mercy Hospital,299 Carew St,,,Springfield,MA,1104,413748-9101,413748-9081,,,,
Center for Medical Imaging - Bridgeport,18040 Lower Boones Ferry Rd, Ste 106,,,Tigard,OR,97224,503216-0665,503216-0670,,,
Center for Medical Imaging - Reeds Crossing,7305 SE Circuit Dr.,Suite 170,,Hillsboro,OR,97123,503216-8440,503216-8438,,,,
Center for Medical Imaging, LLC - Tanasbourne,180810 NE Cornell Rd Ste 100,Tanasbourne Medical Plaza,,Hillsboro,OR,97124,503216-8403,503216-8410,,,
Center for Outpatient Services,3900 Hollywood Rd,,,St. Joseph,MI,49085,269556-28107860,269556-2861,,,,
Center for Women's Imaging Geisinger Wyoming Valley,1000 E Mountain Drive,,,Wilkes-Barre,PA,18711,570808-6136,570808-5449,,,,
Center for Womens Health,330 S Garden Way Ste 220,,,Eugene,OR,97401,541242-4162,541345-2358,,,,
Center for Womens Health St Dominic Dominican Plaza,970 Lakeland Drive , Ste. 33,,,Jackson,MS,39216,601200-6732,601200-4945,,,
Centerpoint Medical Center of Independence, LLC,19600 E 39th St.,,,Independence,MO,64057,816836-6686,816698-8815,,,
Centinela Hospital Medical Center,575 E Hardy St,,,Inglewood,CA,90301,310680-8186,310412-4568,,,,
Centra Bedford Memorial Hospital,1613 Oakwood St,,,Bedford,VA,24523,540587-7806,540586-0317,,,,
Centra Breast Imaging Center,3300 Rivermont Ave,,,Lynchburg,VA,24503,434200-4048,434200-5546,,,,
Centra Gretna Medical Center,291 McBride Lane,,,Gretna,VA,24557,434200-4048,434200-5546,,,,
Centra Health Mobile Mammography-MOBILE,20293 Timberlake Road,,,Lynchburg,VA,24502,434200-4048,434200-3645,,,,
Centra Mammography Center - Tate Springs,1900 Tate Springs Rd,Ste 15,,Lynchburg,VA,24501,434200-4048,434200-7766,,,,
Centra Southside Community Hospital,800 Oak St.,Radiology Department/Mammography Departm,,Farmville,VA,23901,434315-2779,434315-2769,,,,
CentraCare Clinic River Campus,1200 Sixth Ave N,,,St. Cloud,MN,56303,320240-211552115,320240-7895,,,,
CentraCare Health - Long Prairie,50 Centracare Drive,,,Long Prairie,MN,56347,320732-723727237,320732-7293,,,,
CentraCare Health - Melrose,525 Main St W,Imaging Department,,Melrose,MN,56352,320256-423142139,320256-1784,,,,
CentraCare Health - Monticello,1013 Hart Boulevard,,,Monticello,MN,55362,763271-2288,763271-2463,,,,
CentraCare Health - Sauk Centre,425 N Elm Street,Radiology Dept,,Sauk Centre,MN,56378,320352-222121636,320351-1744,,,,
CentraCare-Paynesville,200 First St West,,,Paynesville,MN,56362,320243-771142137,320243-2446,,,,
Central California Women's Facility,23370 Road 22,,,Chowchilla,CA,93610,559665-55317037,559665-8188,,,,
Central Carolina Hospital,1135 Carthage St.,,,Sanford,NC,27330,919774-2157,919774-2399,,,,
Central Carolina OB/GYN,3200 Northline Ave,Suite 130,,Greensboro,NC,27408,336286-6565,336286-6566,,,,
Central Clinic for Women,9601 Baptist Health Drive,Ste 500,,Little Rock,AR,72205,501227-5885,877584-0426,,,,
Central Diagnostic Imaging Network,800 S Central Ave  100B,,,Glendale,CA,91204,818548-8333,818986-4215,,,,
Central Florida Breast Center, P.A.,2200 Glenwood Dr Ste 201,,,Winter Park,FL,32792-3315,407740-5127111,407740-0827,,,
Central Imaging, LLC dba Alliance Imaging,3351 Roosevelt Road,,,St. Cloud,MN,56301,320255-6530,320255-6535,,,
Central Montana Medical Center,408 Wendell Avenue,,,Lewistown,MT,59457,406535-6205,406535-6335,,,,
Central Peninsula Hospital,250 Hospital Place,,,Soldotna,AK,99669,907714-4542,907714-4995,,,,
Central Radiology, PC Flushing Imaging Center,137-10 Northern Blvd.,,,Flushing,NY,11354,718888-9180,718888-9260,,,
Central Square Medical Center,3045 E Ave.,,,Central Square,NY,13036,315349-5540,315668-5299,,,,
Central Texas Community Health Centers,dba CommUnity Care,1210 West Braker Lane,,Austin,TX,78758,512978-9300,512901-9737,,,,
Central Texas Community Health Centers,dba CommUnityCare,2901 Montopolis Drive,Suite 100,Austin,TX,78741,512978-9676,512901-9765,,,,
Central Valley Medical Center,48 West 1500 North,,,Nephi,UT,84648,435623-3165,435623-3062,,,,
Central Vermont Medical Center,130 Fisher Road,,,Berlin,VT,5602,802371-4249,802371-5352,,,,
Central Virginia Community Health Ctr Mammography Dept.,25892 James Madison Hwy,,,New Canton,VA,23123,434581-327110304,434581-1105,,,,
CentraState Medical Center The Women's Health Center,901 West Main St.,,,Freehold,NJ,07728-2549,732294-2778,732294-2627,,,,
Centrelake Imaging,430 w. stetson ave,,,Hemet,CA,92543,951502-2900302,951502-2911,,,,
Centrelake Imaging,1700 W. West Covina Pkwy,,,West Covina,CA,91790,909242-7300312,909786-4397,,,,
Centrelake Imaging & Oncology,5562 Philadelphia St,Suite 100,,Chino,CA,91710,909242-7300,909784-3760,,,,
Centrelake Imaging & Oncology,1900 E. La Palma Ave suit D,,,Anaheim,CA,92805,909242-7300,714289-6049,,,,
Centrelake Imaging & Oncology,3115 E. Guasti Rd.,,,Ontario,CA,91761,909242-7300335,909212-6252,,,,
Centrelake Imaging and Oncology,10226 Lakewood Blvd,,,Downey,CA,90241,562287-7209,909786-4391,,,,
Centrelake Imaging and Oncology- El Monte,11436 Garvey Ave, Suite D,,,El Monte,CA,91732,909242-7300312,909784-3828,,,
Centrelake Medical Group,1555 N. Orange Grove Ave,,,Pomona,CA,91767,909242-7000312,909212-6252,,,,
Centrelake Medical Group,1433 N. Hollenbeck,Suite 105,,Covina,CA,91722,909242-7300254,909784-3764,,,,
Centro Ambulatorio HIMA - San Pablo Caguas,Avenida Luis Munoz Rivera  A-1,,,Caguas,PR,726,787653-34341794,787653-2218,,,,
Centro de Imagenes San Cristobal Santa Isabel,Carr PR 153,Bo Felicia 2,,Santa Isabel,PR,757,787848-21003057,787651-2295,,,,
Centro de Imagenes Sonograficas,Plaza Buxo 4B Carr 181 Int 183,,,San Lorenzo,PR,00754-9634,787736-0980,787736-4226,,,,
Centro de Medicina y Cirugia Ambulatoria San Sebastian,Calle Jose Mendez Cardona   3,PO Box 486,,San Sebastian,PR,685,787896-1850229,787280-1698,,,,
Centro de Salud Familiar Dr. Julio Palmieri Ferri, Inc.,P.O. Box 450,,,Arroyo,PR,714,787839-4150200,787839-3989,,,
Centro De Salude De Lares Inc,Carretera 111 KM 1.9,,,Lares,PR,669,787897-2727,787897-2725,,,,
Centro de Servicios Medicos de Levittown,Calle Lizzie Graham HF -16,,,Toa Baja,PR,00949-3634,787795-29352730,787784-0680,,,,
Centro de Servicios Primarios de Salud de Patillas,Calle Guillermo Riefkhol 99,,,Patillas,PR,723,787839-4320,787839-4355,,,,
Centro Imagenes Hima San Pablo,70 Santa Cruz St,,,Bayamon,PR,960,787620-4323,787641-6796,,,,
Centro Imagenes Manati YVF PSC,Calle Marginal B-1,Urb. San Salvador,,Manati,PR,674,787854-1818,787884-7301,,,,
Centro Imagenes Rio Hondo,Local 3 - R Suite 201,Plaza Rio Hondo,,Bayamon,PR,961,787261-2140,787261-3422,,,,
Centro Mas Salud Dr. Gualberto Rabell Fernandez,Calle Cerra Final Esquina Hoare 900,,,San Juan,PR,907,787480-3704,787724-4057,,,,
Centro Medico Menonita de Cayey,Carretera  14K,K.M. 13.1 Bo. Rincon,,Cayey,PR,736,787535-10015292,787535-1045,,,,
Centro Radiologico,1825 Calle Navarra,Suite 101,,Ponce,PR,00716-4615,787774-3366,787789-2180,,,,
Centro Radiologico,8169 Concordia St, Ste  1,Condominio San Vicente,,Ponce,PR,717,787842-3073,787813-2779,,,
Centro Radiologico Clinica Yaguez, Inc.,Calle McKinley 114,Oficina 103-104 Plaza Yaguez,,Mayaguez,PR,680,787832-8444260,787805-7440,,,
Centro Radiologico de La Montana,Carretera  803 Km 10.1,Bo. Cedro Arriba,,Naranjito,PR,719,787869-2687,787869-0536,,,,
Centro Radiologico HOSPITAL MENONITA  COAMO,Street  Luis Munoz Rivera  Numero 138,,,Coamo,PR,769,787954-80011457,787954-8035,,,,
Centro Radiologico Rio Grande / Fajardo Imaging MRI CSP,Ave. Agustin Perez Andino B- 30,Villas De Rio Grande,,Rio Grande,PR,745,787888-4545,787809-1606,,,,
Centro Radiologico Rolon,152 Ave Munoz Rivera Ste 2 oeste,,,Camuy,PR,627,787820-2122,787879-0772,,,,
Centro Radiologico Rolon Inc.,CARR 490 km. 0.2 Hato Arriba,,,Arecibo,PR,612,787879-0750,787879-0772,,,,
Centro Radiologico Santa Isabel,Munoz Rivera   60,,,Santa Isabel,PR,757,787845-7700,787845-6218,,,,
Centro Radiologico Shalom Inc,bo. terranova calle marginal del parque,CARR 2 KM 101.6,,QUEBRADILLAS,PR,678,787501-5329,787952-6901,,,,
Centro Radiologico Sonografico de Cidra,Baldorioty St  18,,,Cidra,PR,739,787739-4472,787739-9318,,,,
Centro Radiologico y Sonografico de Aguada,Calle Marina 272,,,Aguada,PR,602,787868-4593,787868-4593,,,,
Centro Salud Familiar Dr. Luis Aramburu HGM Inc,Ave Luis A. Santos Flores carretera 173,,,Cidra,PR,739,787739-79111903,787739-4421,,,,
Centro Senologia Dra Magda Costa II,Urb. Veve Calzada  B1- Ave. El Conquista,,,Fajardo,PR,738,787860-1642,787751-5685,,,,
Centura Health Avista  Adventist Hospital,100 Health Park Dr.,,,Louisville,CO,80027,303673-1233,303673-1113,,,,
Centura Health Littleton Adventist Hospital,7700 S. Broadway,,,Littleton,CO,80122,303738-2767,303738-2600,,,,
Centura St. Catherine Dodge City,3001 Avenue A,,,Dodge City,KS,67801,620225-8487,620225-8482,,,,
Centura St. Elizabeth Hospital,1000 Lincoln St,,,Fort Morgan,CO,80701,970542-3351,970542-3368,,,,
CGH Medical Center,100 E. LeFevre Rd.,,,Sterling,IL,61081-1279,815625-04005814,815625-4960,,,,
Cha Hollywood Presbyterian Medical Center,1300 N. Vermont Ave,,,Los Angeles,CA,90027,213913-4835,323913-4205,,,,
Chadron Community Hosp and Health Services,825 Centennial Dr,,,Chadron,NE,69337,308432-5586274,308432-0269,,,,
Chambers Memorial Hospital,719 Detroit Ave,P.O Box 639,,Danville,AR,72833,479495-6267,479495-6295,,,,
Charles A.Cannon, Jr. Memorial Hospital,434 Hospital Drive,,,Linville,NC,28646,828737-7624,828737-7621,,,
Charles River Medical Associates,571 Union Ave. First Floor,,,Framingham,MA,1702,508848-2163,508202-9515,,,,
Charles River Medical Associates,246 Maple St.,,,Marlborough,MA,1752,508251-0303,508820-8360,,,,
Charleston Area Medical Center,60 RHL Blvd.,,,South Charleston,WV,25309,304720-9729,304720-9730,,,,
Charlotte Hungerford Hospital Hungerford Diagnostic Center,220 Kennedy Dr.,,,Torrington,CT,6790,860496-0826,860496-0834,,,,
Charlotte Radiology Breast Center - Ballentyne Office,12335 N Community House Road,Suite B,,CHARLOTTE,NC,28277,704684-8204,704944-1101,,,,
Charlotte Radiology Breast Center - Blakeney Office,8918 Blakeney Professional Drive,Suite 140,,CHARLOTTE,NC,28277,704831-4221,704944-1084,,,,
Charlotte Radiology Breast Center - Huntersville Office,16455 Statesville Rd., Ste. 110,,,Huntersville,NC,28078,704895-3445,704895-4846,,,
Charlotte Radiology Breast Center - Matthews Office,1401 Matthews Township Pkwy., Ste. 310,,,Matthews,NC,28105,704844-9040,704831-3581,,,
Charlotte Radiology Breast Center - Medical Center Plaza,1001 Blythe Boulevard, Suite 103,,,Charlotte,NC,28203,704355-6200,704831-3572,,,
Charlotte Radiology Breast Center - Mobiles,8514 McAlpine Park Drive,,,Charlotte,NC,28211,980579-6407,704414-7502,,,,
Charlotte Radiology Breast Center - Monroe Office,1550 Faulk St, Ste 1200,,,Monroe,NC,28112,704292-2272,704296-9082,,,
Charlotte Radiology Breast Center - Mooresville Office,132 Gateway Boulevard, Suite A,,,Mooresville,NC,28117,704235-6446,704943-3016,,,
Charlotte Radiology Breast Center - Morehead Medical Plaza,1025 Morehead Medical Dr., Ste. 150,,,Charlotte,NC,28204-2225,704831-4200,704831-4210,,,
Charlotte Radiology Breast Center - Pineville Office,10650 Park Rd. Ste. 280,,,Charlotte,NC,28210,704540-9299,704831-3575,,,,
Charlotte Radiology Breast Center - Prosperity Crossing,5735 Prosperity Crossing Drive  Suite 10,,,Charlotte,NC,28269,704464-5727,704943-3005,,,,
Charlotte Radiology Breast Center - Randolph Road Office,1960 Randolph Rd. Ste. 200,,,Charlotte,NC,28207,704332-0583,704831-3584,,,,
Charlotte Radiology Breast Center - Rock Hill Office,1656 Riverchase Blvd,Suite 1200,,Rock Hill,SC,29732,803327-9934,704831-3574,,,,
Charlotte Radiology Breast Center - Rosedale Office,15419 Hodges Circle Suite 201,,,Huntersville,NC,28078,704367-7877,704943-3001,,,,
Charlotte Radiology Breast Center - Southpark Office,4525 Cameron Valley Pkwy,Ste 1000,,Charlotte,NC,28211,704365-0343,704364-5063,,,,
Charlotte Radiology Breast Center - Union West Office,1100 Healing Way,Suite 24,,Matthews,NC,28104,704246-1566,704831-3577,,,,
Charlotte Radiology Breast Center - University Office,101 East WT Harris Blvd,Ste 2122A,,,Charlotte,NC,28262,704612-4954,704831-3579,,,
Charlotte Radiology Breast Center-Steele Creek Office,13425 Hoover Creek Road, Suite 203,,,CHARLOTTE,NC,28273,704612-4954,704831-3569,,,
Chase County Community Hospital,600 West 12th Street,P.O. Box 819,,Imperial,NE,69033,308882-7240,308882-7280,,,,
Chatham Hospital, Inc.,475 Progress Blvd,PO Box 649,,Siler City,NC,27344,919799-4610,919799-4601,,,
Chattanooga Imaging - East,1710 Gunbarrel Road,,,Chattanooga,TN,37421,423553-1234,423553-1248,,,,
Chattanooga Imaging Downtown,440 N. Holtzclaw Ave.,,,Chattanooga,TN,37404,423498-1414,423498-1413,,,,
Chattanooga Imaging Hixson,2070 Hamill Rd,,,Hixson,TN,37343,423643-4711,423643-4712,,,,
Chattanooga Imaging Ooltewah,9368 Bradmore Lane,,,Ooltewah,TN,37363,423553-1234,423553-1235,,,,
CHC Imaging Center,3402 Arendell Street,,,Morehead City,NC,28557,252808-6551,252808-6548,,,,
